location,temperature,categories,premise,hypothesis
in the living room,-24,cold,It is -24 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-24,cool,It is -24 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-24,warm,It is -24 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-24,hot,It is -24 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-23,freezing,It is -23 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-23,cold,It is -23 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-23,cool,It is -23 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-23,warm,It is -23 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-23,hot,It is -23 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-22,freezing,It is -22 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-22,cold,It is -22 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-22,cool,It is -22 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-22,warm,It is -22 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-22,hot,It is -22 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-21,freezing,It is -21 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-21,cold,It is -21 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-21,cool,It is -21 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-21,warm,It is -21 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-21,hot,It is -21 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-20,freezing,It is -20 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-20,cold,It is -20 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-20,cool,It is -20 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-20,warm,It is -20 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-20,hot,It is -20 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-19,freezing,It is -19 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-19,cold,It is -19 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-19,cool,It is -19 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-19,warm,It is -19 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-19,hot,It is -19 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-18,freezing,It is -18 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-18,cold,It is -18 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-18,cool,It is -18 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-18,warm,It is -18 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-18,hot,It is -18 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-17,freezing,It is -17 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-17,cold,It is -17 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-17,cool,It is -17 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-17,warm,It is -17 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-17,hot,It is -17 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-16,freezing,It is -16 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-16,cold,It is -16 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-16,cool,It is -16 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-16,warm,It is -16 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-16,hot,It is -16 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-15,freezing,It is -15 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-15,cold,It is -15 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-15,cool,It is -15 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-15,warm,It is -15 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-15,hot,It is -15 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-14,freezing,It is -14 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-14,cold,It is -14 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-14,cool,It is -14 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-14,warm,It is -14 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-14,hot,It is -14 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-13,freezing,It is -13 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-13,cold,It is -13 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-13,cool,It is -13 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-13,warm,It is -13 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-13,hot,It is -13 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-12,freezing,It is -12 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-12,cold,It is -12 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-12,cool,It is -12 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-12,warm,It is -12 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-12,hot,It is -12 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-11,freezing,It is -11 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-11,cold,It is -11 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-11,cool,It is -11 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-11,warm,It is -11 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-11,hot,It is -11 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-10,freezing,It is -10 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-10,cold,It is -10 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-10,cool,It is -10 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-10,warm,It is -10 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-10,hot,It is -10 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-9,freezing,It is -9 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-9,cold,It is -9 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-9,cool,It is -9 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-9,warm,It is -9 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-9,hot,It is -9 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-8,freezing,It is -8 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-8,cold,It is -8 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-8,cool,It is -8 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-8,warm,It is -8 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-8,hot,It is -8 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-7,freezing,It is -7 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-7,cold,It is -7 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-7,cool,It is -7 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-7,warm,It is -7 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-7,hot,It is -7 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-6,freezing,It is -6 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-6,cold,It is -6 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-6,cool,It is -6 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-6,warm,It is -6 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-6,hot,It is -6 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-5,freezing,It is -5 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-5,cold,It is -5 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-5,cool,It is -5 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-5,warm,It is -5 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-5,hot,It is -5 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-4,freezing,It is -4 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-4,cold,It is -4 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-4,cool,It is -4 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-4,warm,It is -4 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-4,hot,It is -4 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-3,freezing,It is -3 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-3,cold,It is -3 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-3,cool,It is -3 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-3,warm,It is -3 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-3,hot,It is -3 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-2,freezing,It is -2 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-2,cold,It is -2 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-2,cool,It is -2 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-2,warm,It is -2 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-2,hot,It is -2 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,-1,freezing,It is -1 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,-1,cold,It is -1 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,-1,cool,It is -1 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,-1,warm,It is -1 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,-1,hot,It is -1 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,0,freezing,It is 0 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,0,cold,It is 0 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,0,cool,It is 0 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,0,warm,It is 0 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,0,hot,It is 0 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,1,freezing,It is 1 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,1,cold,It is 1 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,1,cool,It is 1 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,1,warm,It is 1 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,1,hot,It is 1 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,2,freezing,It is 2 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,2,cold,It is 2 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,2,cool,It is 2 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,2,warm,It is 2 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,2,hot,It is 2 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,3,freezing,It is 3 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,3,cold,It is 3 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,3,cool,It is 3 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,3,warm,It is 3 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,3,hot,It is 3 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,4,freezing,It is 4 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,4,cold,It is 4 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,4,cool,It is 4 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,4,warm,It is 4 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,4,hot,It is 4 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,5,freezing,It is 5 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,5,cold,It is 5 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,5,cool,It is 5 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,5,warm,It is 5 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,5,hot,It is 5 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,6,freezing,It is 6 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,6,cold,It is 6 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,6,cool,It is 6 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,6,warm,It is 6 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,6,hot,It is 6 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,7,freezing,It is 7 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,7,cold,It is 7 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,7,cool,It is 7 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,7,warm,It is 7 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,7,hot,It is 7 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,8,freezing,It is 8 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,8,cold,It is 8 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,8,cool,It is 8 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,8,warm,It is 8 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,8,hot,It is 8 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,9,freezing,It is 9 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,9,cold,It is 9 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,9,cool,It is 9 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,9,warm,It is 9 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,9,hot,It is 9 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,10,freezing,It is 10 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,10,cold,It is 10 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,10,cool,It is 10 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,10,warm,It is 10 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,10,hot,It is 10 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,11,freezing,It is 11 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,11,cold,It is 11 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,11,cool,It is 11 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,11,warm,It is 11 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,11,hot,It is 11 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,12,freezing,It is 12 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,12,cold,It is 12 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,12,cool,It is 12 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,12,warm,It is 12 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,12,hot,It is 12 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,13,freezing,It is 13 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,13,cold,It is 13 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,13,cool,It is 13 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,13,warm,It is 13 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,13,hot,It is 13 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,14,freezing,It is 14 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,14,cold,It is 14 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,14,cool,It is 14 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,14,warm,It is 14 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,14,hot,It is 14 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,15,freezing,It is 15 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,15,cold,It is 15 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,15,cool,It is 15 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,15,warm,It is 15 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,15,hot,It is 15 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,16,freezing,It is 16 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,16,cold,It is 16 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,16,cool,It is 16 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,16,warm,It is 16 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,16,hot,It is 16 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,17,freezing,It is 17 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,17,cold,It is 17 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,17,cool,It is 17 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,17,warm,It is 17 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,17,hot,It is 17 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,18,freezing,It is 18 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,18,cold,It is 18 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,18,cool,It is 18 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,18,warm,It is 18 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,18,hot,It is 18 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,19,freezing,It is 19 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,19,cold,It is 19 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,19,cool,It is 19 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,19,warm,It is 19 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,19,hot,It is 19 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,20,freezing,It is 20 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,20,cold,It is 20 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,20,cool,It is 20 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,20,warm,It is 20 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,20,hot,It is 20 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,21,freezing,It is 21 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,21,cold,It is 21 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,21,cool,It is 21 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,21,warm,It is 21 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,21,hot,It is 21 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,22,freezing,It is 22 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,22,cold,It is 22 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,22,cool,It is 22 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,22,warm,It is 22 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,22,hot,It is 22 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,23,freezing,It is 23 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,23,cold,It is 23 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,23,cool,It is 23 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,23,warm,It is 23 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,23,hot,It is 23 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,24,freezing,It is 24 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,24,cold,It is 24 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,24,cool,It is 24 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,24,warm,It is 24 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,24,hot,It is 24 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,25,freezing,It is 25 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,25,cold,It is 25 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,25,cool,It is 25 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,25,warm,It is 25 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,25,hot,It is 25 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,26,freezing,It is 26 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,26,cold,It is 26 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,26,cool,It is 26 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,26,warm,It is 26 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,26,hot,It is 26 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,27,freezing,It is 27 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,27,cold,It is 27 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,27,cool,It is 27 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,27,warm,It is 27 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,27,hot,It is 27 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,28,freezing,It is 28 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,28,cold,It is 28 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,28,cool,It is 28 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,28,warm,It is 28 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,28,hot,It is 28 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,29,freezing,It is 29 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,29,cold,It is 29 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,29,cool,It is 29 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,29,warm,It is 29 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,29,hot,It is 29 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,30,freezing,It is 30 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,30,cold,It is 30 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,30,cool,It is 30 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,30,warm,It is 30 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,30,hot,It is 30 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,31,freezing,It is 31 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,31,cold,It is 31 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,31,cool,It is 31 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,31,warm,It is 31 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,31,hot,It is 31 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,32,freezing,It is 32 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,32,cold,It is 32 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,32,cool,It is 32 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,32,warm,It is 32 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,32,hot,It is 32 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,33,freezing,It is 33 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,33,cold,It is 33 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,33,cool,It is 33 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,33,warm,It is 33 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,33,hot,It is 33 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,34,freezing,It is 34 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,34,cold,It is 34 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,34,cool,It is 34 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,34,warm,It is 34 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,34,hot,It is 34 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,35,freezing,It is 35 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,35,cold,It is 35 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,35,cool,It is 35 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,35,warm,It is 35 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,35,hot,It is 35 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,36,freezing,It is 36 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,36,cold,It is 36 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,36,cool,It is 36 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,36,warm,It is 36 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,36,hot,It is 36 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,37,freezing,It is 37 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,37,cold,It is 37 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,37,cool,It is 37 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,37,warm,It is 37 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,37,hot,It is 37 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,38,freezing,It is 38 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,38,cold,It is 38 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,38,cool,It is 38 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,38,warm,It is 38 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,38,hot,It is 38 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,39,freezing,It is 39 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,39,cold,It is 39 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,39,cool,It is 39 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,39,warm,It is 39 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,39,hot,It is 39 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,40,freezing,It is 40 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,40,cold,It is 40 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,40,cool,It is 40 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,40,warm,It is 40 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,40,hot,It is 40 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,41,freezing,It is 41 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,41,cold,It is 41 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,41,cool,It is 41 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,41,warm,It is 41 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,41,hot,It is 41 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,42,freezing,It is 42 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,42,cold,It is 42 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,42,cool,It is 42 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,42,warm,It is 42 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,42,hot,It is 42 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,43,freezing,It is 43 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,43,cold,It is 43 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,43,cool,It is 43 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,43,warm,It is 43 degrees fahrenheit in the living room.,It is warm in the living room.
in the living room,43,hot,It is 43 degrees fahrenheit in the living room.,It is hot in the living room.
in the living room,44,freezing,It is 44 degrees fahrenheit in the living room.,It is freezing in the living room.
in the living room,44,cold,It is 44 degrees fahrenheit in the living room.,It is cold in the living room.
in the living room,44,cool,It is 44 degrees fahrenheit in the living room.,It is cool in the living room.
in the living room,44,warm,It is 44 degrees fahrenheit in the living room.,It is warm in the living room.
